actual_demand,predicted_demand_xgb,predicted_demand_rf,predicted_demand_linear,predicted_demand_ensemble,date
1390.96,1362.3577,1388.2201333331946,1370.6259390358825,1373.7345794615674,2025-05-01
0.0,0.5753371,0.0,3.4497136843659284,1.3416835987719498,2025-05-01
0.0,0.5753371,0.0,3.11334652080134,1.2295612109170868,2025-05-01
0.0,0.5753371,0.0,3.0223880256600317,1.1992417125366508,2025-05-01
0.0,0.5753371,0.0,2.993941020815729,1.18975937758855,2025-05-01
0.0,0.5753371,0.0,2.3712440466495615,0.9821937195331607,2025-05-01
0.0,0.5753371,0.0,2.647556320674564,1.0742978108748282,2025-05-01
0.0,0.5753371,0.0,2.0313639516009694,0.8689003545169633,2025-05-01
0.0,0.5753371,0.0,3.5335821614421796,1.3696397577973667,2025-05-01
0.0,0.5753371,0.0,3.1298512887457655,1.2350628002318953,2025-05-01
0.0,0.5753371,0.0,3.455241534774384,1.3435262155747683,2025-05-01
0.0,0.5753371,0.0,2.6430946785267544,1.0728105968255583,2025-05-01
0.0,0.5753371,0.0,3.266199953761589,1.28051235523717,2025-05-01
0.0,0.5753371,0.0,2.767436153208539,1.1142577550528199,2025-05-01
0.0,0.5753371,0.0,2.540301299392649,1.0385461371141897,2025-05-01
0.0,0.5753371,0.0,1.3393143846007725,0.6382171655168977,2025-05-01
0.0,0.5753371,0.0,3.6921259092948127,1.4224876737482444,2025-05-01
0.0,0.5753371,0.0,3.2504839131626433,1.2752736750375213,2025-05-01
0.0,0.5753371,0.0,3.7750490650112916,1.4501287256537374,2025-05-01
0.0,0.5753371,0.0,3.4065436105286615,1.3272935741595273,2025-05-01
0.0,0.5753371,0.0,2.7379067916172524,1.104414634522391,2025-05-01
0.0,0.5753371,0.0,2.4807979691789193,1.0187116937096132,2025-05-01
0.0,0.5753371,0.0,4.221095189363798,1.5988107671045728,2025-05-01
0.0,0.5753371,0.0,3.863251155407834,1.479529422452585,2025-05-01
0.0,0.5753371,0.0,3.2314447659212924,1.2689272926237376,2025-05-01
0.0,0.5753371,0.0,3.818244724137788,1.464527278695903,2025-05-01
0.0,0.5753371,0.0,2.438141101171798,1.0044927377072395,2025-05-01
0.0,0.5753371,0.0,3.8433538270295777,1.4728969796598328,2025-05-01
844.44,811.9116,841.7108943563612,833.3062686564019,828.9762613688378,2025-05-01
0.0,0.5753371,0.0,3.381694078255901,1.3190103967352738,2025-05-01
0.0,0.5753371,0.0,1.8322188305468323,0.8025186474989177,2025-05-01
0.0,0.5753371,0.0,3.2083809107814965,1.2612393409104723,2025-05-01
0.0,0.5753371,0.0,0.9705012114193643,0.515279441123095,2025-05-01
0.0,0.5753371,0.0,3.855464222707379,1.4769337782190999,2025-05-01
1877.48,1671.6355,1885.436109088688,1849.7150291952003,1802.2622121102543,2025-05-01
0.0,0.5753371,0.0,2.9511496316728447,1.1754955812075885,2025-05-01
0.0,0.5753371,0.0,3.8133459452025313,1.4628943523841507,2025-05-01
0.0,0.5753371,0.0,0.5659099586571266,0.38041569020234905,2025-05-01
0.0,0.5753371,0.0,1.874813701730357,0.8167169378934259,2025-05-01
0.0,0.5753371,0.0,3.023282235630777,1.1995397825268992,2025-05-01
0.0,0.5753371,0.0,3.4400110439524916,1.3384493853008042,2025-05-01
0.0,0.5753371,0.0,2.479976078706269,1.0184377302187297,2025-05-01
0.0,0.5753371,0.0,3.481643943364343,1.352327018438088,2025-05-01
0.0,0.5753371,0.0,3.9454015863982512,1.5069128994493906,2025-05-01
0.0,0.5753371,0.0,3.29496312958263,1.2901000805108502,2025-05-01
0.0,0.5753371,0.0,2.0527054302065544,0.876014180718825,2025-05-01
0.0,0.5753371,0.0,2.496347662421403,1.0238949247904412,2025-05-01
0.0,0.5753371,0.0,2.9604245953431736,1.1785872357643647,2025-05-01
0.0,0.5753371,0.0,1.1997319149321477,0.5916896756273561,2025-05-01
0.0,0.5753371,0.0,3.0111234445544532,1.1954868521681246,2025-05-01
0.0,0.5753371,0.0,2.899930050794996,1.1584223875816388,2025-05-01
0.0,0.5753371,0.0,1.6490903750063275,0.7414758289854161,2025-05-01
0.0,0.5753371,0.0,3.4918520878436077,1.3557297332645095,2025-05-01
0.0,14.3008,0.0,-1.211007308928103,4.363264338186075,2025-05-01
2023.22,1820.0925,2043.39490642467,1992.988371948632,1952.1586025567256,2025-05-01
0.0,0.5753371,0.0,3.837916951515947,1.471084687821956,2025-05-01
0.0,0.5753371,0.0,3.3961238382498955,1.323820316733272,2025-05-01
0.0,0.5753371,0.0,1.4315146044407534,0.6689505721302247,2025-05-01
0.0,0.5753371,0.0,3.702965701655682,1.426100937868534,2025-05-01
0.0,0.5753371,0.0,2.798086613485399,1.1244745751451066,2025-05-01
0.0,0.5753371,0.0,2.929514741823521,1.1682839512578138,2025-05-01
0.0,0.5753371,0.0,3.4261348450991527,1.3338239856830245,2025-05-01
0.0,0.5753371,0.0,2.1313963725698706,0.9022444948399304,2025-05-01
0.0,0.5753371,0.0,3.190602672886559,1.2553132616121598,2025-05-01
0.0,0.5753371,0.0,3.73939905795822,1.4382453899693803,2025-05-01
0.0,0.5753371,0.0,3.2725234132222205,1.2826201750573805,2025-05-01
0.0,0.5753371,0.0,2.3880089114732748,0.9877820078077318,2025-05-01
0.0,0.5753371,0.0,2.4552377275236346,1.0101916131578517,2025-05-01
0.0,0.5753371,0.0,3.0421260787692397,1.2058210635730535,2025-05-01
0.0,0.5753371,0.0,2.1292942939682042,0.9015438019727083,2025-05-01
0.0,0.5753371,0.0,0.9240581991012711,0.4997984370170639,2025-05-01
0.0,0.5753371,0.0,0.1399544962068795,0.23843053605226672,2025-05-01
0.0,0.5753371,0.0,2.8851911973977273,1.153509436449216,2025-05-01
0.0,95.988174,0.0,3.166941141464015,33.05170519331352,2025-05-01
0.0,0.5753371,0.0,3.308456719441633,1.2945979437971846,2025-05-01
0.0,0.5753371,0.0,1.3127838008313866,0.6293736375937691,2025-05-01
1868.9,1671.6355,1874.4961277242196,1841.0366641241142,1795.722763298403,2025-05-01
1213.07,1073.7719,1214.7453438862217,1195.866651605322,1161.4612820258271,2025-05-01
0.0,0.5753371,0.0,3.720101955311268,1.4318130224203962,2025-05-01
0.0,0.5753371,0.0,3.612811505535138,1.3960495391616863,2025-05-01
0.0,0.5753371,0.0,1.2646104167147847,0.6133158428882352,2025-05-01
0.0,0.5753371,0.0,0.9344988224652475,0.503278644805056,2025-05-01
0.0,0.5753371,0.0,3.360485258354519,1.31194079010148,2025-05-01
0.0,0.5753371,0.0,2.829856045814214,1.1350643859213783,2025-05-01
0.0,0.5753371,0.0,3.7629654925934695,1.44610086818113,2025-05-01
0.0,0.5753371,0.0,2.3090221257024233,0.9614530792174479,2025-05-01
0.0,0.5753371,0.0,3.19838631329284,1.2579078084142534,2025-05-01
0.0,0.5753371,0.0,3.23788950597827,1.2710755393093969,2025-05-01
0.0,0.5753371,0.0,3.1128662382494205,1.2294011167331138,2025-05-01
0.0,0.5753371,0.0,1.1933525444047497,0.5895632187848902,2025-05-01
0.0,0.5753371,0.0,3.4990891473678793,1.3581420864392666,2025-05-01
0.0,0.5753371,0.0,3.1727696973622947,1.2493689364374052,2025-05-01
0.0,0.5753371,0.0,3.1486954114518078,1.2413441744672429,2025-05-01
0.0,0.5753371,0.06158888888888889,2.0590600940712953,0.8986620316367017,2025-05-01
0.0,1.1145414,0.0,-19.369214968201188,-6.084891185600449,2025-05-01
0.0,0.5753371,0.0,2.9554934756302025,1.1769435291933743,2025-05-01
0.0,0.5753371,0.0,3.771726322001566,1.4490211446504955,2025-05-01
0.0,0.5753371,0.0,2.488572526446138,1.021303212798686,2025-05-01
0.0,0.5753371,0.0,1.783125854675891,0.7861543222086039,2025-05-01
